,direct_reply,year,month_sin,month_cos,is_quote,hashtags,user_mentions,medias,urls,english,favourites,sentiment_words,retweets
0,0.0,1.0,0.8660254037844387,-0.4999999999999998,1.0,1.0,0.0,0.0,1.0,1.0,0.001923357189584985,0.0,0.0008464950253802358
1,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,1.0,1.0,0.003854992505028417,0.0,0.0010926099464334674
2,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0008487257459081551,0.0,0.00021571592842907944
3,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006960161083615389,0.2,0.0001823939557449127
4,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006657355953530087,0.0,0.0001870707238409361
5,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0012338764437432727,0.0,0.0003028207342175153
6,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006339301644231857,0.0,0.00017128663151685713
7,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006267412656513763,0.2,0.0001730404195528659
8,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,1.0,1.0,0.0006422082902816327,0.0,0.0001823939557449127
9,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,2.0,1.0,1.0,0.0,1.0,0.0007652909510717014,0.0,0.00023734598087318768
10,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006330587827538754,0.0,0.0001935012799729683
11,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0005263145282633733,0.0,0.00015082577109675472
12,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.000704729925054641,0.0,0.00019174749193695952
13,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0008822739401765986,0.0,0.0002887904299294451
14,1.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,6.295732560766346e-05,0.0,0.0
15,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0005428707799802675,0.2,0.00016368688336081908
16,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,1.0,0.0,1.0,0.0010243091522741646,0.2,0.00029463639004947436
17,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006790241658099895,0.0,0.00019759345205698877
18,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006404655269430123,0.4,0.00019291668396096535
19,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0007903431740643702,0.0,0.0002554684572452784
20,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0005779438921700039,0.2,0.00015725632722878691
21,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,1.0,0.0,1.0,0.0008180095420649698,0.2,0.0003419886670217113
22,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0006212951302181875,0.0,0.00017362501556486882
23,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0005382960262163889,0.0,0.00015784092324078983
24,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,2.0,0.0,0.0,0.0,1.0,0.0008260698225060893,0.0,0.00024085355694520522
25,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0005796866555086244,0.4,0.00015316415514476643
26,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0005724977567368151,0.0,0.0001496565790727489
27,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0010245269976914921,0.0,0.0003069129063015358
28,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0006265234202340488,0.0,0.00016368688336081908
29,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,2.0,1.0,0.0,0.0,0.0007347925926458437,0.0,0.0001847323397929244
30,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,2.0,1.0,0.0,0.0,0.0006369800002657714,0.0,0.00018297855175691564
31,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.005335687806603809,0.0,0.0024237350657641283
32,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0006443867444549082,0.0,0.00018999370390095072
33,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0011055654929373426,0.4,0.000336727302913685
34,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0018059385096454326,0.0,0.0005121061065145626
