,direct_reply,year,month_sin,month_cos,time_since_posted,is_quote,hashtags,user_mentions,medias,urls,english,favourites,happy_words,sad_words,retweets
3404,0,2018,0.8660254038,0.5,3508226.955139,1,0,0,0,1,1,101,0,0,29
3446,0,2018,0.8660254038,-0.5,435499.854227,0,0,0,0,1,1,77,1,0,29
3655,0,2018,0.8660254038,-0.5,696566.863004,0,0,1,0,1,1,96,0,0,29
3780,0,2018,1,6.12323399573677E-17,1536334.495693,0,0,0,0,1,1,42,2,0,29
4674,0,2018,0.8660254038,-0.5,266626.905588,0,0,1,0,1,1,21,0,0,29
4779,0,2017,-2.44929359829471E-16,1,10711672.829365,0,0,0,0,1,1,27,1,0,29
4919,0,2018,0.8660254038,-0.5,414938.424052,0,0,0,0,0,1,17,0,1,29
5143,0,2018,1,6.12323399573677E-17,1623079.402217,0,1,0,0,1,1,34,0,0,29
5263,0,2018,1,6.12323399573677E-17,1900089.809184,0,1,1,1,0,1,57,0,0,29
5470,0,2018,0.5,0.8660254038,6637001.855504,0,0,1,0,0,1,0,0,1,29
6194,0,2018,0.8660254038,-0.5,328771.590463,0,0,2,0,0,1,0,0,0,29
6371,0,2018,1,6.12323399573677E-17,1641334.103453,0,1,1,0,0,1,0,0,1,29
6548,0,2018,0.8660254038,-0.5,475566.942975,0,0,1,0,1,1,98,0,0,29
6757,1,2018,1,6.12323399573677E-17,1091793.117778,0,0,0,0,1,1,440,0,1,29
6776,0,2018,1,6.12323399573677E-17,1196389.450609,0,1,1,0,0,1,0,0,0,29
7192,0,2018,1,6.12323399573677E-17,2154070.103412,0,0,3,0,0,1,0,1,3,29
7387,0,2018,0.8660254038,-0.5,391617.397491,0,0,0,1,0,1,100,0,0,29
7853,0,2018,1,6.12323399573677E-17,1725317.546136,0,0,1,0,0,1,0,0,1,29
9968,0,2018,0.8660254038,-0.5,247915.098441,0,0,2,0,0,1,0,1,0,29
9977,0,2018,0.8660254038,-0.5,1429.56682,0,0,2,0,1,1,23,0,0,29
10061,0,2018,0.8660254038,-0.5,79100.156337,0,0,0,0,1,1,30,0,1,29
10072,0,2018,0.8660254038,-0.5,89371.191373,1,0,2,0,0,1,0,0,0,29
10231,0,2018,0.8660254038,-0.5,263207.558072,0,0,0,0,1,1,39,0,0,29
10261,0,2018,0.8660254038,-0.5,421431.37984,0,0,1,0,1,1,25,0,0,29
265,0,2018,0.8660254038,0.5,3710879.380185,0,0,0,0,1,1,14,0,1,28
664,0,2018,0.8660254038,-0.5,496951.773738,0,0,1,0,1,1,0,0,0,28
1419,0,2018,0.8660254038,-0.5,84186.913041,0,0,1,0,0,1,0,0,1,28
1533,0,2018,1,6.12323399573677E-17,1469309.485464,0,0,2,0,0,1,0,0,0,28
1647,0,2018,1,6.12323399573677E-17,1380986.648989,0,0,0,0,1,1,66,1,0,28
1836,0,2018,1,6.12323399573677E-17,848183.292825,1,0,1,0,1,1,0,0,0,28
2350,0,2018,0.8660254038,0.5,5067660.652427,1,0,0,0,1,1,91,0,1,28
2368,0,2018,1,6.12323399573677E-17,1526778.736555,0,0,0,0,0,1,37,2,2,28
2946,0,2018,1,6.12323399573677E-17,1654307.574409,1,0,0,0,1,1,176,0,0,28
3122,0,2018,1,6.12323399573677E-17,861784.608368,0,0,1,0,1,1,97,0,0,28
3229,0,2018,1,6.12323399573677E-17,1107963.711774,1,0,0,0,1,1,38,0,0,28
3473,0,2018,1,6.12323399573677E-17,1556220.637434,0,0,2,0,0,1,0,1,0,28
3919,0,2018,0.8660254038,-0.5,12553.877489,0,0,1,0,0,1,0,0,1,28
4951,0,2018,0.8660254038,-0.5,599156.200106,0,0,0,0,1,1,43,1,1,28
5044,0,2018,1,6.12323399573677E-17,1372741.179808,0,1,0,0,0,1,122,2,0,28
5146,0,2018,1,6.12323399573677E-17,1627701.41821,0,1,0,0,2,1,20,0,0,28
5883,0,2018,0.8660254038,-0.5,603936.115264,0,0,1,0,0,1,0,1,0,28
5979,0,2018,0.8660254038,-0.5,239314.419991,0,0,0,0,1,1,18,0,0,28
6089,0,2018,0.8660254038,-0.5,349861.713379,0,0,3,0,1,1,69,0,0,28
6291,0,2018,1,6.12323399573677E-17,1814467.293385,0,0,2,0,0,1,0,0,2,28
6525,0,2018,0.8660254038,-0.5,322940.54344,0,0,1,0,0,1,0,0,0,28
7090,0,2018,1,6.12323399573677E-17,1027964.14368,0,1,1,0,1,1,0,0,0,28
7354,0,2018,0.8660254038,-0.5,261708.949543,1,0,0,0,1,1,86,1,0,28
7626,0,2018,1,6.12323399573677E-17,956636.732421,0,0,1,0,0,1,0,0,0,28
7880,0,2018,0.8660254038,-0.5,65853.141932,0,0,0,0,1,1,49,0,0,28
8023,0,2018,0.8660254038,-0.5,149331.304434,0,0,3,0,0,1,0,1,0,28
8350,0,2017,-2.44929359829471E-16,1,9467878.051602,0,1,1,0,0,1,0,0,3,28
8398,0,2018,0.8660254038,-0.5,245663.330219,1,0,0,0,1,1,123,0,1,28
8408,0,2018,0.8660254038,-0.5,259269.360008,0,0,1,0,0,1,0,0,0,28
8937,0,2018,1,6.12323399573677E-17,1251587.943054,0,0,2,0,1,1,26,0,0,28
9253,0,2018,0.8660254038,-0.5,6599.395729,0,0,1,0,0,1,0,0,0,28
9260,0,2018,0.8660254038,-0.5,12768.442849,0,0,1,0,0,1,0,1,3,28
9294,0,2018,0.8660254038,-0.5,130681.03177,0,0,1,0,1,1,0,1,0,28
9341,0,2018,0.8660254038,-0.5,13907.11082,0,0,1,1,1,1,0,0,1,28
9559,0,2018,0.8660254038,-0.5,10125.627977,0,0,1,0,1,1,0,0,0,28
9613,0,2018,0.8660254038,-0.5,6504.058787,0,0,1,0,0,1,549,1,0,28
9629,0,2018,1,6.12323399573677E-17,1165540.109047,0,0,0,0,1,1,353,0,0,28
9759,0,2018,1,6.12323399573677E-17,2488826.362582,0,0,1,0,1,1,0,0,1,28
10249,0,2018,0.8660254038,-0.5,351500.929132,0,0,0,0,1,1,49,0,0,28
10253,0,2018,0.8660254038,-0.5,409672.352712,0,0,0,0,1,1,32,0,0,28
244,0,2018,0.8660254038,-0.5,473111.875054,0,0,0,0,1,1,49,1,0,27
646,0,2018,0.8660254038,-0.5,404135.50156,0,0,1,0,0,1,0,0,1,27
1219,0,2018,0.8660254038,-0.5,133030.51749,0,0,0,0,0,1,308,0,1,27
1236,1,2018,0.8660254038,-0.5,348503.832629,0,1,2,1,1,1,131,0,0,27
2250,0,2018,0.8660254038,-0.5,333125.619881,1,0,1,0,1,1,0,0,0,27
2345,0,2018,0.8660254038,0.5,3967907.629014,0,0,0,0,1,1,41,0,0,27
3017,0,2018,0.8660254038,-0.5,236417.737894,1,0,0,0,1,1,164,1,0,27
3340,0,2018,0.8660254038,-0.5,413781.379352,1,1,0,0,1,1,29,0,0,27
3995,0,2018,0.8660254038,-0.5,348502.811612,0,1,3,0,1,1,0,0,0,27
4434,0,2018,1,6.12323399573677E-17,866173.430492,0,0,1,0,1,1,0,0,0,27
4459,0,2018,0.8660254038,-0.5,178661.086833,0,0,0,0,1,1,101,0,0,27
4580,0,2018,0.8660254038,-0.5,338464.062402,0,0,1,0,0,1,0,1,0,27
4844,0,2018,1,6.12323399573677E-17,1735405.688358,0,0,0,0,1,1,30,0,0,27
4873,0,2018,0.8660254038,-0.5,12169.56896,1,0,0,0,1,1,73,0,0,27
4950,0,2018,0.8660254038,-0.5,583944.198069,0,0,0,0,1,1,42,0,0,27
4981,0,2018,1,6.12323399573677E-17,1447008.90337,0,0,0,0,1,1,72,0,2,27
5635,0,2018,1,6.12323399573677E-17,2257220.227891,0,0,2,0,0,1,0,0,0,27
5688,0,2018,1,6.12323399573677E-17,751797.376044,1,0,0,0,1,1,44,0,1,27
5859,0,2018,0.8660254038,-0.5,417506.659128,1,0,0,0,1,1,60,0,1,27
5998,0,2018,0.8660254038,-0.5,322395.628776,0,0,1,0,1,1,24,0,0,27
6002,0,2018,0.8660254038,-0.5,324956.64181,0,0,0,0,0,1,19,0,0,27
6052,0,2018,1,6.12323399573677E-17,1180689.577191,1,0,0,0,1,1,131,0,0,27
6053,0,2018,1,6.12323399573677E-17,1209321.885758,0,0,0,0,1,1,110,1,0,27
6786,0,2018,1,6.12323399573677E-17,1212766.474257,0,0,1,0,1,1,99,0,0,27
7468,0,2017,-0.5,0.8660254038,13669144.613967,0,0,2,1,1,1,0,1,0,27
7766,0,2018,0.8660254038,-0.5,54810.735043,1,0,0,0,1,1,219,0,1,27
7844,0,2018,1,6.12323399573677E-17,1618682.171034,1,1,1,0,1,1,56,0,0,27
7916,0,2018,0.8660254038,-0.5,579891.647117,0,0,0,0,1,1,47,0,2,27
7953,0,2018,0.8660254038,-0.5,582945.754517,1,0,1,0,1,1,0,0,0,27
7970,0,2018,1,6.12323399573677E-17,929668.795951,0,0,0,0,0,1,54,0,0,27
8240,0,2018,0.8660254038,-0.5,413819.773858,0,0,2,0,0,1,0,0,1,27
8409,0,2018,0.8660254038,-0.5,259545.362402,1,0,1,0,1,0,0,0,0,27
8550,0,2018,0.8660254038,-0.5,141163.493271,1,0,0,0,1,1,83,1,0,27
9094,0,2018,0.8660254038,-0.5,41843.245603,0,1,1,1,1,1,0,0,0,27
9127,1,2018,0.8660254038,-0.5,75403.619247,0,0,6,0,1,1,232,0,0,27
9268,0,2018,0.8660254038,-0.5,13106.484272,0,0,3,0,1,1,0,0,0,27
9275,0,2018,0.8660254038,-0.5,66381.754648,0,0,2,0,1,1,43,0,0,27
9663,0,2018,1,6.12323399573677E-17,1536562.930508,1,0,0,0,1,1,104,0,0,27
9776,0,2018,1,6.12323399573677E-17,2777285.896231,0,0,1,0,1,1,0,0,1,27
10068,0,2018,0.8660254038,-0.5,83557.181183,0,0,1,0,0,1,0,2,0,27
10266,0,2018,0.8660254038,-0.5,452090.397355,0,0,0,0,1,1,39,0,0,27
10369,0,2018,0.8660254038,-0.5,56057.901059,0,0,7,0,0,1,0,0,0,27
66,0,2018,0.8660254038,-0.5,269553.162849,0,0,1,0,0,1,0,1,0,26
180,0,2018,0.8660254038,-0.5,3744.628395,0,1,1,0,0,1,0,0,0,26
339,0,2018,1,6.12323399573677E-17,2230491.351579,0,1,0,0,1,1,41,0,1,26
564,0,2018,0.8660254038,-0.5,253852.863223,0,0,1,1,1,1,0,0,0,26
1083,0,2018,0.8660254038,-0.5,321944.339037,0,0,0,0,1,1,100,1,0,26
1602,0,2018,0.8660254038,-0.5,617787.694157,0,0,2,0,0,1,0,0,0,26
1644,0,2018,1,6.12323399573677E-17,1137585.643149,0,0,0,0,1,1,45,1,0,26
1920,0,2018,1,6.12323399573677E-17,1195227.011097,0,0,2,0,0,1,0,0,0,26
2262,0,2018,0.8660254038,-0.5,665704.950179,0,0,1,0,0,1,0,0,0,26
2653,0,2018,0.8660254038,-0.5,3832.529463,0,1,1,0,0,1,0,0,0,26
2671,0,2018,0.8660254038,-0.5,45920.592161,0,0,1,0,0,1,0,0,0,26
2697,0,2018,0.8660254038,-0.5,67362.298877,0,0,0,0,1,1,44,0,0,26
2818,0,2018,1,6.12323399573677E-17,1107554.324737,0,0,1,1,0,1,0,0,0,26
2915,0,2018,0.8660254038,-0.5,505488.207218,0,0,0,0,1,1,66,0,0,26
2935,0,2018,1,6.12323399573677E-17,1196713.533976,0,0,1,0,0,1,37,1,1,26
3021,0,2018,0.8660254038,-0.5,251996.751126,1,0,0,0,1,0,157,0,0,26
3100,0,2018,0.8660254038,-0.5,430685.224737,0,0,1,0,1,1,80,2,0,26
3117,0,2018,1,6.12323399573677E-17,840666.590352,0,0,1,0,0,1,0,1,0,26
3179,0,2018,1,6.12323399573677E-17,1113496.640062,0,0,0,0,1,1,24,0,2,26
3210,0,2018,1,6.12323399573677E-17,910959.380629,0,0,1,0,0,1,0,1,0,26
3770,0,2018,1,6.12323399573677E-17,1456885.195741,1,0,0,0,1,1,68,2,0,26
4587,0,2018,0.8660254038,-0.5,512250.074972,0,0,1,0,0,1,0,0,0,26
4610,0,2018,1,6.12323399573677E-17,1276905.367037,0,0,2,0,0,1,0,1,0,26
4682,0,2018,0.8660254038,-0.5,314964.924862,0,0,0,0,1,1,44,1,1,26
5063,0,2018,0.8660254038,-0.5,88195.81395,0,0,1,0,1,1,54,0,0,26
5593,0,2018,0.8660254038,-0.5,246518.534449,0,0,1,0,0,1,0,0,1,26
5724,0,2018,0.8660254038,-0.5,173364.304863,0,0,1,0,0,1,0,1,0,26
5748,0,2018,0.8660254038,-0.5,435773.805299,0,0,0,1,0,1,86,2,0,26
6228,0,2018,0.8660254038,0.5,3877312.055812,0,0,2,1,0,1,0,0,0,26
6414,0,2018,0.5,0.8660254038,6474811.307668,0,0,1,0,1,1,0,0,1,26
6507,0,2018,0.8660254038,-0.5,145214.241427,1,0,1,0,0,1,0,0,0,26
6520,0,2018,0.8660254038,-0.5,254188.528514,0,0,1,1,1,1,0,0,0,26
6668,0,2018,1,6.12323399573677E-17,842147.648368,0,0,2,0,0,1,0,0,1,26
6741,0,2018,1,6.12323399573677E-17,940078.720343,0,1,1,0,0,1,0,0,0,26
6758,1,2018,1,6.12323399573677E-17,1091793.119924,0,0,0,0,1,1,418,0,2,26
6926,0,2018,1,6.12323399573677E-17,1792043.571063,0,0,0,0,1,1,33,0,1,26
7037,0,2018,0.8660254038,-0.5,343783.504397,0,0,1,0,0,1,0,3,0,26
7061,0,2018,1,6.12323399573677E-17,929377.863044,0,0,0,0,1,1,34,1,0,26
7138,0,2018,1,6.12323399573677E-17,830333.12605,0,0,0,0,1,1,116,1,1,26
7206,0,2018,1,6.12323399573677E-17,2417535.408883,1,0,1,0,0,1,0,0,0,26
7280,0,2018,0.8660254038,-0.5,42792.190404,0,0,2,1,0,1,0,0,0,26
7418,0,2018,1,6.12323399573677E-17,949082.42738,0,0,1,0,0,1,0,0,0,26
7652,0,2018,0.8660254038,-0.5,411732.353737,0,0,1,0,0,1,0,1,0,26
7784,0,2018,0.8660254038,-0.5,144233.046472,1,0,0,0,1,1,60,0,1,26
7830,0,2018,1,6.12323399573677E-17,1039818.918614,0,1,0,0,1,1,53,0,0,26
8066,0,2018,0.8660254038,-0.5,428903.480027,1,0,1,0,0,1,0,1,1,26
8086,0,2018,0.8660254038,-0.5,614159.809212,0,0,1,0,1,1,0,0,0,26
8098,0,2018,1,6.12323399573677E-17,1029962.035952,0,0,0,1,0,1,318,0,1,26
8404,0,2018,0.8660254038,-0.5,258059.349201,1,0,0,0,1,1,109,0,0,26
8576,1,2018,0.8660254038,-0.5,254564.111705,1,0,0,0,1,1,43,0,0,26
8581,1,2018,0.8660254038,-0.5,258261.124438,1,0,0,0,1,1,55,0,0,26
9040,0,2018,0.8660254038,-0.5,309985.09501,0,0,0,0,1,1,82,0,1,26
9525,0,2018,0.8660254038,-0.5,434665.424613,0,0,1,1,0,1,0,2,0,26
9773,0,2018,1,6.12323399573677E-17,2752892.884806,0,0,2,0,0,1,0,0,0,26
10118,0,2018,1,6.12323399573677E-17,1022442.44147,0,0,3,0,0,1,0,0,0,26
10183,0,2018,0.8660254038,-0.5,596075.761203,0,0,0,0,1,1,24,0,0,26
183,0,2018,0.8660254038,-0.5,252471.641173,0,1,1,0,0,1,0,1,2,25
217,0,2018,1,6.12323399573677E-17,995951.970798,0,0,0,0,0,1,68,0,0,25
805,0,2018,0.8660254038,-0.5,322733.617815,0,0,2,0,0,1,0,0,0,25
994,0,2018,1,6.12323399573677E-17,1545309.508185,0,0,2,0,1,1,46,1,0,25
1255,0,2018,0.8660254038,-0.5,525498.063269,0,0,1,0,1,1,167,1,0,25
1431,0,2018,0.8660254038,-0.5,143397.94057,0,0,2,0,0,1,0,0,0,25
1630,0,2018,1,6.12323399573677E-17,1457240.029248,1,0,1,0,0,1,0,0,0,25
1677,0,2018,0.5,0.8660254038,7698227.129429,0,0,0,0,1,1,57,0,2,25
1874,0,2018,0.8660254038,-0.5,122427.292323,0,0,1,0,0,1,0,0,1,25
2505,0,2018,0.5,0.8660254038,7222022.046889,1,0,2,0,0,1,0,0,0,25
2744,0,2018,0.8660254038,-0.5,265824.60097,0,0,2,0,0,1,0,0,2,25
2882,0,2018,0.8660254038,-0.5,431431.185039,0,0,0,0,1,1,31,0,1,25
2978,0,2018,0.8660254038,-0.5,391194.489372,1,0,1,0,0,1,0,1,1,25
3146,0,2018,0.8660254038,-0.5,493378.363794,0,0,1,0,0,1,0,0,1,25
3252,1,2018,1,6.12323399573677E-17,1122267.989762,0,0,0,0,1,1,26,0,1,25
3323,0,2018,0.8660254038,-0.5,164278.097665,0,4,0,0,1,1,95,0,0,25
3364,0,2018,0.8660254038,-0.5,491200.734225,0,0,0,0,1,1,60,2,1,25
3538,0,2018,0.8660254038,-0.5,298888.512474,1,0,2,0,1,1,250,0,0,25
3693,0,2018,0.8660254038,-0.5,257840.929716,0,0,1,0,0,1,0,0,1,25
4044,0,2018,0.8660254038,-0.5,266930.880586,0,0,0,0,1,1,43,0,0,25
4449,0,2018,1,6.12323399573677E-17,1049931.467575,0,2,1,0,0,1,0,0,0,25
4691,0,2018,0.8660254038,-0.5,322117.948918,0,0,0,0,1,1,47,0,0,25
5002,0,2018,0.8660254038,-0.5,418737.44675,0,0,1,0,1,1,21,0,0,25
5237,0,2018,0.8660254038,-0.5,335366.370086,0,0,3,0,0,1,0,1,0,25
5420,0,2018,1,6.12323399573677E-17,1547267.152933,0,0,3,0,0,1,0,0,0,25
5976,0,2018,0.8660254038,-0.5,232848.41361,0,0,0,0,0,1,38,0,0,25
6014,0,2018,0.8660254038,-0.5,91163.215319,0,0,0,0,0,1,169,0,1,25
6823,0,2018,0.8660254038,-0.5,688610.612062,0,0,1,0,1,1,0,0,0,25
7605,0,2018,0.8660254038,-0.5,430083.366411,0,1,1,0,0,1,0,1,0,25
7932,0,2018,1,6.12323399573677E-17,1011023.720016,0,0,0,0,1,1,13,0,0,25
7992,0,2018,1,6.12323399573677E-17,1102300.050043,0,0,0,1,0,1,133,1,0,25
8038,0,2018,0.8660254038,-0.5,236099.610696,1,0,1,0,1,1,0,0,0,25
8310,0,2018,0.8660254038,0.5,4480661.164406,0,0,1,1,0,1,0,0,0,25
9191,0,2018,0.8660254038,-0.5,316027.892662,1,0,0,0,1,1,90,0,0,25
9262,0,2018,0.8660254038,-0.5,12777.453067,0,0,1,0,1,1,0,0,1,25
9572,0,2018,0.8660254038,-0.5,141085.673199,0,0,2,0,0,1,0,0,0,25
9656,0,2018,1,6.12323399573677E-17,1474599.897166,1,0,0,0,1,0,195,0,0,25
9826,0,2018,0.8660254038,-0.5,413621.849852,0,0,1,0,0,1,0,2,0,25
9868,0,2018,0.8660254038,-0.5,147618.053766,1,0,2,0,0,1,0,2,0,25
218,0,2018,1,6.12323399573677E-17,996013.97495,0,0,0,0,1,1,29,1,0,24
341,0,2018,1,6.12323399573677E-17,2245718.357575,0,0,3,0,0,1,0,1,0,24
343,0,2018,1,6.12323399573677E-17,2307433.363241,0,0,2,0,0,1,0,0,0,24
405,0,2018,1,6.12323399573677E-17,1267936.911058,0,0,0,0,0,1,275,1,0,24
666,0,2018,0.8660254038,-0.5,505422.77772,0,0,0,0,1,1,109,1,0,24
1081,0,2018,0.8660254038,-0.5,321385.332754,0,0,3,0,0,1,0,0,0,24
1140,0,2018,0.8660254038,-0.5,478238.429947,0,1,1,0,0,1,0,1,0,24
1611,0,2018,1,6.12323399573677E-17,1011165.716569,0,0,1,1,0,1,0,0,0,24
1886,0,2018,0.8660254038,-0.5,386402.32572,0,0,1,0,1,1,0,0,0,24
2564,0,2018,0.8660254038,-0.5,165159.510097,1,0,1,0,0,1,0,1,0,24
2866,0,2018,0.8660254038,-0.5,356437.70035,1,0,0,0,1,1,91,0,0,24
3096,0,2018,0.8660254038,-0.5,426364.211252,0,0,0,0,1,1,48,0,0,24
3297,0,2018,1,6.12323399573677E-17,1294803.569762,0,0,1,0,1,1,0,0,1,24
3302,0,2018,1,6.12323399573677E-17,1450770.583711,0,0,1,0,1,1,28,1,0,24
3793,0,2018,0.8660254038,-0.5,68697.014835,0,0,1,0,1,1,38,0,2,24
4150,0,2018,1,6.12323399573677E-17,1298589.87459,0,0,1,0,1,1,0,0,1,24
4490,0,2018,1,6.12323399573677E-17,781699.376442,0,0,1,0,1,1,0,0,0,24
4638,0,2018,0.8660254038,-0.5,9488.282797,0,0,0,0,1,1,50,0,0,24
4909,0,2018,0.8660254038,-0.5,396732.122712,0,0,0,1,1,1,37,0,0,24
4966,0,2018,1,6.12323399573677E-17,957183.544828,1,0,0,0,1,1,76,0,0,24
5000,0,2018,0.8660254038,-0.5,416580.441713,1,0,0,0,1,1,32,0,2,24
5824,0,2018,0.8660254038,-0.5,46774.492892,0,0,4,0,0,1,0,0,1,24
6017,0,2018,0.8660254038,-0.5,261884.232789,0,0,3,0,0,1,0,0,0,24
6064,0,2018,1,6.12323399573677E-17,1473888.915062,0,0,0,0,1,1,54,0,1,24
6761,0,2018,1,6.12323399573677E-17,1091794.127421,0,0,1,0,1,1,347,0,0,24
7054,0,2018,1,6.12323399573677E-17,868861.844211,0,0,2,0,0,1,0,1,0,24
7761,0,2018,0.8660254038,-0.5,39635.721374,1,0,1,0,1,1,0,0,0,24
7764,0,2018,0.8660254038,-0.5,45458.729114,0,0,1,1,0,1,0,0,0,24
7906,0,2018,0.8660254038,-0.5,404490.441402,0,0,0,0,1,1,22,1,0,24
8009,0,2018,0.8660254038,-0.5,135786.669274,1,0,0,0,1,1,81,0,3,24
8058,1,2018,0.8660254038,-0.5,51493.454731,0,0,3,0,1,1,152,0,1,24
9223,0,2018,0.8660254038,-0.5,249206.282119,0,0,1,0,1,1,43,0,0,24
9258,0,2018,0.8660254038,-0.5,9355.433688,0,0,1,0,1,1,0,0,0,24
9552,0,2018,1,6.12323399573677E-17,845028.868827,1,1,1,0,0,1,0,1,0,24
9583,0,2018,0.8660254038,-0.5,263279.945614,0,0,0,0,1,1,40,0,0,24
9661,0,2018,1,6.12323399573677E-17,1531854.923036,0,0,1,0,0,1,0,1,0,24
9984,0,2018,0.8660254038,-0.5,46185.586846,0,0,0,0,1,1,53,0,1,24
10256,0,2018,0.8660254038,-0.5,413819.364881,0,0,0,0,1,1,17,0,0,24
10435,0,2018,1,6.12323399573677E-17,1135554.516856,0,0,1,0,0,1,0,1,0,24
112,0,2018,0.8660254038,-0.5,423929.80684,0,0,1,0,0,1,0,2,0,23
252,0,2018,0.8660254038,-0.5,478813.902767,1,0,0,0,1,1,32,2,1,23
671,0,2018,0.8660254038,-0.5,507746.791115,1,0,0,0,2,1,20,0,0,23
851,0,2018,1,6.12323399573677E-17,849325.234528,0,0,0,0,1,1,19,0,0,23
906,0,2018,0.8660254038,-0.5,176688.508218,0,0,0,0,1,1,56,0,0,23
1227,0,2018,0.8660254038,-0.5,164482.540706,0,1,1,0,1,1,126,0,0,23
1410,0,2018,0.8660254038,-0.5,63228.138093,0,0,0,0,1,1,38,1,0,23
1535,0,2018,1,6.12323399573677E-17,1536734.491723,0,0,2,0,1,1,0,0,0,23
1574,0,2018,0.8660254038,-0.5,338142.365272,0,0,1,0,1,1,54,0,0,23
1744,0,2018,0.8660254038,0.5,5493437.592753,0,1,2,0,0,1,0,0,0,23
1899,0,2018,1,6.12323399573677E-17,788153.659198,0,0,1,0,1,1,0,1,0,23
2381,0,2018,1,6.12323399573677E-17,2293799.034146,1,1,0,0,1,1,138,1,0,23
2462,0,2018,0.8660254038,-0.5,61881.173903,0,0,1,0,1,1,0,1,0,23
2715,0,2018,0.8660254038,-0.5,731.897272,0,0,1,0,1,1,20,0,0,23
2861,0,2018,0.8660254038,-0.5,339616.686156,0,0,1,0,0,1,0,0,1,23
2865,0,2018,0.8660254038,-0.5,353764.697911,0,0,0,0,1,1,53,0,0,23
3047,0,2018,1,6.12323399573677E-17,842030.194538,0,1,1,0,1,1,60,0,0,23
3105,0,2018,0.8660254038,-0.5,513760.240326,1,0,1,0,1,1,39,0,0,23
3124,0,2018,1,6.12323399573677E-17,866836.617428,0,0,2,0,1,1,54,0,0,23
3156,0,2018,0.8660254038,-0.5,574540.85739,0,0,2,0,0,1,0,0,0,23
3225,0,2018,1,6.12323399573677E-17,1100938.698171,0,0,1,0,0,1,0,1,1,23
3361,0,2018,0.8660254038,-0.5,478741.724347,0,4,0,0,0,0,61,0,0,23
3615,0,2018,0.8660254038,-0.5,89771.259656,0,0,1,0,1,1,67,0,0,23
3774,0,2018,1,6.12323399573677E-17,1458597.477783,0,0,0,0,1,1,151,0,0,23
3952,0,2018,0.8660254038,-0.5,303438.368576,1,0,0,0,1,1,47,1,0,23
4470,0,2018,0.8660254038,-0.5,421909.115866,1,0,0,0,1,1,94,0,0,23
4480,1,2018,0.8660254038,-0.5,595224.353275,0,0,0,0,1,1,107,1,1,23
4948,0,2018,0.8660254038,-0.5,529514.193529,1,0,0,0,1,1,47,1,0,23
5126,0,2018,0.8660254038,-0.5,592209.216466,0,0,0,0,1,1,30,0,1,23
6026,0,2018,0.8660254038,-0.5,425877.255624,0,0,0,0,1,1,63,0,0,23
6030,0,2018,0.8660254038,-0.5,598817.269124,0,0,0,0,1,1,74,0,0,23
6580,0,2018,0.8660254038,-0.5,326915.014662,0,2,0,0,1,1,35,2,1,23
6759,1,2018,1,6.12323399573677E-17,1091794.122065,0,0,0,0,1,1,348,1,0,23
6827,0,2018,0.8660254038,-0.5,691248.620197,0,0,2,0,0,1,0,1,0,23
6961,0,2018,0.8660254038,0.5,4582746.460588,0,0,1,0,0,1,0,0,1,23
7112,0,2018,0.8660254038,-0.5,427853.200018,0,0,1,0,1,1,48,0,0,23
7132,1,2018,0.8660254038,-0.5,607808.799475,0,0,0,0,1,1,67,0,1,23
7629,0,2018,1,6.12323399573677E-17,1003296.739903,1,0,1,0,0,1,0,1,1,23
7862,0,2018,1,6.12323399573677E-17,1738352.570624,0,1,1,0,1,1,27,0,0,23
7872,0,2018,1,6.12323399573677E-17,1828149.599224,0,1,1,0,1,1,21,0,0,23
7888,0,2018,0.8660254038,-0.5,236839.162493,0,0,0,0,0,1,26,1,1,23
7896,0,2018,0.8660254038,-0.5,265342.415014,0,0,0,0,1,1,35,0,2,23
8090,0,2018,1,6.12323399573677E-17,923448.818714,0,0,1,0,0,1,0,1,1,23
8305,0,2018,0.8660254038,0.5,4477820.152889,0,0,1,0,0,1,0,0,0,23
8366,0,2018,0.8660254038,-0.5,84030.608783,0,0,1,0,0,1,0,1,1,23
8824,0,2017,0.8660254038,0.5,35944931.120664,0,0,0,0,1,1,35,0,1,23
8872,0,2018,0.8660254038,0.5,4181866.365952,0,0,0,0,1,1,33,1,0,23
9034,0,2018,0.8660254038,-0.5,145374.069656,0,0,0,0,0,1,12,0,1,23
9196,0,2018,0.8660254038,-0.5,3012.599785,1,0,1,0,1,1,0,0,0,23
9266,0,2018,0.8660254038,-0.5,12799.477542,0,0,1,1,1,1,0,0,1,23
9436,0,2018,0.8660254038,-0.5,322785.939999,0,1,1,0,0,1,0,0,2,23
9564,0,2018,0.8660254038,-0.5,81278.64631,0,0,1,0,0,1,0,0,0,23
9666,0,2018,1,6.12323399573677E-17,1539356.943806,0,0,0,0,1,0,313,0,0,23
10337,0,2018,0.8660254038,-0.5,4032.525273,1,0,0,0,1,1,89,0,0,23
223,0,2018,1,6.12323399573677E-17,1365851.231839,0,2,0,0,1,1,42,0,0,22
255,0,2018,1,6.12323399573677E-17,1207083.912358,0,0,1,0,1,1,25,1,0,22
267,0,2018,0.8660254038,0.5,5703191.384027,0,0,0,0,1,1,19,1,1,22
319,0,2018,0.8660254038,-0.5,511218.051331,1,0,1,0,1,1,37,1,0,22
1002,0,2018,1,6.12323399573677E-17,1899748.531709,0,0,1,0,0,1,0,3,0,22
